57,64,12548127,2620997,571789
57,65,1090259,413226,295128
43,0,0,0,0
43,1,0,0,0
45,0,15,9,10
45,1,0,0,0
47,0,272,191,192
47,1,0,0,0
49,0,4740,2797,2796
49,1,5,4,5
51,0,46694,24911,24798
51,1,872,489,490
53,0,359278,162934,157938
53,1,40144,17830,17759
55,0,2319912,878338,746765
55,1,1102733,403002,373433
55,2,330418,124595,111141
55,3,349866,127028,124110
43,0,0,0,0
43,1,0,0,0
45,0,15,9,10
45,1,0,0,0
47,0,272,191,192
47,1,0,0,0
49,0,4740,2797,2790
49,1,53,31,32
51,0,46694,24911,24316
51,1,4572,2436,2434
53,0,359278,162934,140238
53,1,177743,78722,73124
55,0,2319912,878338,426733
55,1,3161075,1154609,441894
55,2,2079122,787130,407799
55,3,3017749,1103194,424512
55,4,2053734,777461,405610
55,5,3005041,1096828,460193
55,6,2030937,768878,403510
55,7,2988869,1091515,459989
55,8,2030475,768604,403854
55,9,2994328,1092735,459504
55,10,2029810,767956,403796
55,11,2988816,1092509,460048
55,12,2031327,768599,404336
55,13,2990884,1093678,423008
55,14,2043963,773814,405024
55,15,3009753,1099964,460952
55,16,2036196,770579,404473
55,17,2992828,1094197,405951
55,18,2060731,780416,406518
55,19,3026115,1105190,461177
55,20,2033741,770456,404113
55,21,2992560,1092928,460163
55,22,2029457,768728,381978
55,23,3047564,1112397,462012
55,24,2037497,771279,404130
55,25,2993494,1093782,459699
55,26,2029076,768370,403978
55,27,2990686,1093623,460289
55,28,2028720,769056,403617
55,29,2989239,1091951,407302
55,30,2058239,779037,406531
55,31,3009542,1099381,460650
55,32,2032253,769668,404442
55,33,2994346,1094230,459904
55,34,2028740,768352,403930
55,35,2997841,1093232,459756
55,36,2028758,768073,403703
55,37,2986616,1091363,412257
55,38,2051252,776763,406194
55,39,3013436,1099984,422621
55,40,2048864,775834,406104
55,41,3006963,1098307,460622
55,42,2032757,769552,404100
55,43,2993359,1092272,459745
55,44,2029488,768038,389472
55,45,3015473,1100947,461172
55,46,2035820,770264,404502
55,47,2993407,1094581,460325
55,48,2031332,768747,403482
55,49,2986099,1091160,459734
55,50,2028663,768320,404059
55,51,2997244,1093671,459914
55,52,2032000,768586,404129
55,53,2992516,1093839,459766
55,54,2029083,768190,403530
55,55,2985566,1091654,459784
55,56,2028899,768479,403523
55,57,2989032,1091563,459785
55,58,2029443,768127,403572
55,59,2990292,1092598,459827
55,60,2027562,767685,403411
55,61,2985428,1091521,459514
55,62,2028104,767744,403486
55,63,2990119,1091486,459870
55,64,2029104,768231,404103
55,65,2999310,1094465,460185
55,66,2032250,768936,403761
41,0,0,0,0
41,1,0,0,0
43,0,0,0,0
43,1,0,0,0
45,0,37,25,25
45,1,0,0,0
47,0,657,412,412
47,1,0,0,0
49,0,10176,4997,4990
49,1,0,0,0
51,0,80064,31984,31775
51,1,25,12,12
53,0,688453,225356,216875
53,1,1357,811,811
55,0,3949981,1051929,882507
55,1,44082,19953,19885
57,0,24607730,5129745,2400327
57,1,913615,346480,326435
41,0,0,0,0
41,1,0,0,0
43,0,0,0,0
43,1,0,0,0
45,0,37,25,25
45,1,0,0,0
47,0,657,412,412
47,1,0,0,0
49,0,10176,4997,4973
49,1,0,0,0
51,0,80064,31984,31145
51,1,101,68,68
53,0,688453,225356,186503
53,1,6568,3773,3764
55,0,3949981,1051929,484414
55,1,121588,55167,52184
57,0,24607730,5129745,577952
57,1,1102497,417779,297201
57,2,12645348,2639368,572013
57,3,1091256,413526,294849
57,4,12602933,2626053,571789
57,5,1091793,413572,295312
57,6,12560961,2621206,571498
57,7,1090364,413162,295015
57,8,12546051,2619501,571597
57,9,1090267,413268,295179
57,10,12550681,2619833,571809
57,11,1090035,413325,295073
57,12,12568159,2619627,571503
57,13,1090127,413138,294213
57,14,12550537,2621524,571837
57,15,1090438,413269,295028
57,16,12555843,2617432,571595
57,17,1089838,413309,295437
57,18,12550109,2619245,571740
57,19,1091098,413243,295009
